CDS Code,[Lookup] District Master,County,District Name,District Type,Grade Levels,Student Enrollment (2024-25),Number of Schools (2024-25),County Superintendent (CCESSA) Region,Locale Classifications,Percent of Republican Votes (2020),Percent of Democratic Votes (2020),Overall Political Leaning (2020),Percent of Republican Votes (2024),Percent of Democratic Votes (2024),Overall Political Leaning (2024),Mean Income of Population in District Area,Median Income of Population in District Area,Student to Teacher Ratio,Average Chronic Absenteeism Rate,Expense per ADA (2022-23),Number of Title I Schools (2023-24),Average Pollution Burden Percentile,Percent English Learners (2024-25),Percent Unduplicated Students (2024-25),Percent of Students Receiving FRM (2024-25),Funding sources for sustainability efforts identified in LCAP,LCAP Funding Status,LCAP Direct Funding Total,LCAP Lumped Funding Total,Description of Funding,Environmental Vision or Goals Identified in LCAP,Description of vision or goals in LCAP (from [Lookup] District Master),Key Terms Identified in LCAP,Total GO Bonds and Parcel Taxes Attempted (2010 - 2029),Total GO Bonds and Parcel Taxes Passed (2010 - 2029),Most Recent Passed GO Bond Measure Year (2010-2029),Total Amount of GO Bond Measure Funding ($) (2010-2029),2024_election_bond_language,2023_election_bond_language,2022_election_bond_language,2021_election_bond_language,2020_election_bond_language,2019_election_bond_language,2018_election_bond_language,2017_election_bond_language,2016_election_bond_language,2015_election_bond_language,2014_election_bond_language,2013_election_bond_language,2012_election_bond_language,2011_election_bond_language,2010_election_bond_language,Environmental and Climate Literacy and Action Overall Indicator Status (20 points)
15638590000000,15638590000000,Kern,Wasco Union High,High School District,9-Adult,1782,3,8,Town,43.7,54.1,Neutral,53.1,43.6,Neutral,$90808.67,$71097.07,21,35.15,$17639.73,2,73.35%,19.25,89.11,88.50,0,No Funding,,,N/A,0,N/A,N/A,1,1,2024,$35400000.00,"November 5, 2024: To attract quality teachers and prepare students for careers / college by upgrading school safety, active shooter preparedness, fire systems, vocational job training / gym facilities; provide safe drinking water; acquire, construct, repair facilities, sites, equipment shall Wasco Union High School District's measure authorizing $35,400,000 in bonds at legal rates, levying 3* per $100 assessed valuation, raising $2,700,000 annually while bonds are outstanding, be adopted, requiring oversight / spending disclosures, all funds for Wasco Union High School?",,,,,,,,,,,,,,,6.50
16638750000000,16638750000000,Kings,Armona Union Elementary,Elementary School District,K-12,1919,4,7,Suburban,50.3,47.2,Neutral,62.1,36.2,Mildly Republican,$90702.71,$68639.71,25,17.30,$15989.93,3,72.74%,15.95,82.33,66.23,0,No Funding,,,N/A,0,N/A,N/A,2,2,2024,$15500000.00,"November 5, 2024: To improve the quality of education; construct/ modernize classrooms, restrooms, and school facilities; build a new school to reduce overcrowding; and replace portables with permanent classrooms; shall the Armona Union Elementary School District measure authorizing $9,000,000 in bonds at legal interest rates be adopted, generating approximately $532,000 annually while bonds are outstanding at average rates $29 per $100,000 assessed value, with annual audits, independent citizen oversight, NO money for salaries and all money staying local?",,,,,,,,"November 8, 2016: To improve the quality of education with funding that cannot be taken by the state; modernize outdated classrooms, restrooms and school facilities; construct additional classrooms and school facilities to reduce student overcrowding; improve student access to computers and modern technology; and replace temporary portables with permanent classrooms; shall the Armona Union Elementary School District issue $6,500,000 of bonds at legal interest rates, have an independent citizens� oversight committee and have NO money used for L213administrative or teacher salaries?",,,,,,,3.75
16638830000000,16638830000000,Kings,Central Union Elementary,Elementary School District,K-8,1508,4,7,Town,61.6,35.7,Mildly Republican,65.0,33.3,Mildly Republican,$83413.14,$65354.57,17,9.07,$19892.07,1,75.72%,9.75,40.98,38.46,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,5.50
16638910000000,16638910000000,Kings,Corcoran Joint Unified,Unified School District,K-Adult,3176,9,7,Town,45.7,52.3,Neutral,52.6,44.9,Neutral,$71618.44,$54857.56,21,43.19,$17977.60,8,72.04%,17.07,91.81,88.79,0,No Funding,,,N/A,0,N/A,N/A,2,0,,$0.00,,,,,,,,,,,,,,,,5.50
16639170000000,16639170000000,Kings,Hanford Elementary,Elementary School District,K-8,5463,13,7,Urban,55.4,42.2,Neutral,61.0,36.9,Mildly Republican,$88489.21,$74735.07,20,25.94,$16336.48,12,64.75%,16.97,79.68,78.33,0,No Funding,,,N/A,0,N/A,N/A,3,2,2024,$47000000.00,"November 5, 2024: To repair and upgrade aging elementary and middle school facilities, make health, safety and security improvements, modernize outdated school facilities, and replace temporary portables with permanent classrooms, shall the Hanford Elementary School District measure authorizing $23,000,000 in bonds, at legal interest rates be adopted, levying on average $18.12 per $100,000 assessed value (generating approximately $1,400,000 annually), while bonds are outstanding, requiring independent audits, citizens’ oversight no money for administrators, and all funds for local schools?",,,,,,,,"November 8, 2016: To repair and upgrade aging elementary/middle school facilities by repairing outdated classrooms, upgrading inadequate electrical systems, restrooms, improving access for disabled students, provide access to computers/ modern technology, replacing aging portable classrooms and repairing, constructing, acquiring classrooms, facilities, sites and equipment, shall Hanford Elementary School District issue $24,000,000 in bonds at legal rates, requiring independent audits, citizens� oversight, no money for administrators, all funds staying local, without increasing current tax rates.",,,,,,,8.50
16639250000000,16639250000000,Kings,Hanford Joint Union High,High School District,9-Adult,4238,7,7,Urban,57.4,40.3,Neutral,61.9,36.0,Mildly Republican,$88540.45,$72437.27,25,31.80,$15442.66,6,71.91%,10.88,76.57,74.89,0,No Funding,,,N/A,0,N/A,N/A,1,1,2016,$33000000.00,,,,,,,,,"November 8, 2016: To repair/ upgrade high school facilities and prepare students for college/careers by repairing outdated classrooms, vocational/ career education facilities, science labs, restrooms, leaky roofs, upgrading school safety, fire alarms, heating/ ventilation/ air conditioning, ensuring safe drinking water/ student drop-off areas and repairing, constructing/ acquiring classrooms, facilities/sites/equipment, shall Hanford Joint Union High School District issue $33,000,000 in bonds at legal rates, requiring audits, citizens� oversight, no money for administrators, without increasing current tax rates?",,,,,,,7.50
16639330000000,16639330000000,Kings,Island Union Elementary,Elementary School District,K-8,395,1,7,Rural,77.3,21.0,Mildly Republican,80.5,18.1,Strongly Republican,$87146.75,$69153.25,22,NaN,$13144.18,1,73.97%,5.06,50.63,49.87,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,7.00
16639410000000,16639410000000,Kings,Kings River-Hardwick Union Elementary,Elementary School District,K-8,859,1,7,Rural,64.2,33.8,Mildly Republican,69.1,29.0,Mildly Republican,$91489.20,$73876.40,27,NaN,$12576.89,1,64.68%,2.44,31.08,29.80,0,No Funding,,,N/A,0,N/A,N/A,1,0,,$0.00,,,,,,,,,,,,,,,,7.00
16639580000000,16639580000000,Kings,Kit Carson Union Elementary,Elementary School District,K-8,1495,3,7,Rural,56.1,41.5,Neutral,63.8,34.2,Mildly Republican,$84507.29,$66470.86,25,20.30,$16046.15,1,83.53%,18.80,86.09,78.39,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,3.00
16639660000000,16639660000000,Kings,Lakeside Union Elementary,Elementary School District,K-8,238,1,7,Rural,48.4,49.1,Neutral,58.0,39.9,Neutral,$76379.33,$59547.00,13,17.60,$21516.00,1,82.40%,36.97,97.06,96.64,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,,,,,,,,,,7.00
16639740000000,16639740000000,Kings,Lemoore Union Elementary,Elementary School District,K-8,3185,8,7,Suburban,56.1,41.3,Neutral,63.0,34.9,Mildly Republican,$96320.44,$78678.44,20,27.80,$15667.93,7,66.01%,12.84,79.87,67.88,0,No Funding,,,N/A,0,N/A,N/A,0,0,,$0.00,,,,,,,"November 6, 2018: To improve the quality of education by modernizing outdated classrooms, restrooms and school facilities and construct a new elementary school to reduce student overcrowding, shall Lemoore Union Elementary School District issue $26,000,000 of bonds at legal interest rates, generating on average $1,400,000 annually as long as bonds� are outstanding at a rate of approximately 3 cents per $100 assessed value, with annual audits, independent citizens' oversight, NO money for administrator salaries and all money staying local?",,,,,,,,,3.25
16639820000000,16639820000000,Kings,Lemoore Union High,High School District,9-Adult,2285,5,7,Suburban,55.8,41.5,Neutral,62.9,35.1,Mildly Republican,$87295.46,$70622.31,21,37.40,$16203.01,2,67.35%,7.79,60.66,58.47,0,No Funding,,,N/A,0,N/A,N/A,2,2,2020,$26000000.00,,,,,,,,,"November 8, 2016: To repair/upgrade high school facilities and prepare students for college/careers by repairing outdated classrooms, vocational/ career education facilities, restrooms, plumbing, leaky roofs, asbestos/lead paint, upgrading school safety, heating/air conditioning, updating classroom technology, wiring, science labs, ensuring safe drinking water, repairing, constructing/ acquiring classrooms, facilities/sites/equipment, shall Lemoore Union High School District issue $24,000,000 in bonds at legal rates, requiring audits, citizens� oversight and no money for administrator salaries or pensions?",,,,,,,7.50
16639900000000,16639900000000,Kings,Pioneer Union Elementary,Elementary School District,K-8,1687,3,7,Rural,57.7,40.0,Neutral,68.1,30.0,Mildly Republican,$111390.11,$92873.78,25,NaN,$13311.70,2,57.96%,7.23,49.73,47.30,0,No Funding,,,N/A,0,N/A,N/A,1,1,2016,$7000000.00,,,,,,,,,"November 8, 2016: To improve the quality of education at local schools; fix leaky roofs; make health, safety and security improvements; modernize outdated classrooms, restrooms, and school facilities; replace portables with permanent classrooms; access State Matching funds; construct new classrooms; and upgrade technology infrastructure; shall the Pioneer Union Elementary School District issue $7,000,000 of bonds at legal interest rates, have an independent citizens� oversight committee, annual audits, and NO money for teacher or administrative salaries and all funds controlled locally?",,,,,,,4.50
16739320000000,16739320000000,Kings,Reef-Sunset Unified,Unified School District,K-Adult,2663,7,7,Town,36.9,60.0,Neutral,51.7,45.4,Neutral,$76819.50,$61603.50,23,33.83,$17484.70,7,60.54%,52.31,96.70,94.07,0,No Funding,,,N/A,0,N/A,N/A,2,2,2016,$22800000.00,,,,,,,,,"November 8, 2016: To improve the quality of education with funding that cannot be taken by the state; make health, safety and handicapped accessibility improvements; replace outdated heating, ventilation and air-conditioning systems; modernize, upgrade, and renovate old classrooms, restrooms and school facilities; improve fire alarms and security systems; and upgrade inadequate electrical systems, shall the Reef-Sunset Unified School District issue $12,000,000 of bonds at legal interest rates, have an independent citizens� oversight committee and have NO money used for administrative salaries?",,,,"June 6, 2012: To improve the quality of education; modernize outdated classrooms, restrooms, and school facilities; upgrade inadequate electrical systems; replace outdated heating, ventilation and air conditioning systems; increase energy efficiency by installing solar panels; and upgrade P.E. fields and facilities for school and community use; shall the Reef-Sunset Unified School District issue $10,830,000 of bonds at legal interest rates, have an independent citizens' oversight committee and have NO money taken by the state or used for administrative salaries?",,,3.50
17640140000000,17640140000000,Lake,Kelseyville Unified,Unified School District,K-Adult,1884,9,1,Town,44.0,53.5,Neutral,47.4,49.8,Neutral,$99920.80,$69879.10,22,35.94,$18802.92,5,13.53%,16.56,69.59,53.08,0,No Funding,,,N/A,0,N/A,N/A,2,1,2016,$24000000.00,,,,,,,,,"November 8, 2016: To improve the quality of education with funding that cannot be taken by the State; repair or replace leaky roofs; modernize/renovate outdated classrooms, restrooms and school facilities; repair/replace inefficient heating and air-conditioning systems; update inadequate electrical systems; and upgrade P.E. fields and facilities for school and community use; shall the Kelseyville Unified School District issue $24,000,000 of bonds at legal rates, have an independent citizens� oversight committee and have NO money used for administrative salaries?",,,,,,,5.25
17640220000000,17640220000000,Lake,Konocti Unified,Unified School District,K-Adult,3986,11,1,Town,44.4,52.9,Neutral,49.0,47.8,Neutral,$87079.53,$61900.94,24,61.72,$18820.63,10,17.60%,27.92,84.80,45.11,0,No Funding,,,N/A,0,N/A,N/A,2,2,2024,$79600000.00,"November 5, 2024: To expand and renovate career technical education classrooms and labs; repair or replace leaky roofs; modernize outdated classrooms, restrooms and school facilities; and make health, safety and security improvements, shall the Konocti Unified School District measure authorizing $50,000,000 of bonds, at legal rates, be adopted, levying approximately 6¢ per $100 of assessed valuation (raising on average $2,900,000 annually) until bonds are repaid, with annual audits, independent oversight, NO money for administrator salaries, and all money staying local?",,,,,,,,"November 8, 2016: To improve the quality of local school facilities; repair or replace leaky roofs; construct new science labs; provide updated career technical classrooms for job training; renovate deteriorating plumbing and sewer systems; make health, safety and handicapped accessibility improvements; and upgrade, modernize, construct and renovate classrooms, restrooms, and schools facilities, shall Konocti Unified School District issue $29,600,000 of bonds, at legal rates, with an independent citizens� oversight committee, NO money used for administrator salaries and all funds controlled locally?",,,,,,,6.00
17640300000000,17640300000000,Lake,Lakeport Unified,Unified School District,K-12,1362,6,1,Town,47.9,49.6,Neutral,51.0,46.2,Neutral,$92847.63,$71315.88,19,36.84,$19595.19,4,21.88%,10.13,80.47,78.56,0,No Funding,,,N/A,0,N/A,N/A,1,1,2014,$17000000.00,,,,,,,,,,,"November 4, 2014: To improve the quality of education with funding that can not be taken by the State; increase student access to computers and modern technology; replace outdated heating and air-conditioning systems; modernize classrooms, restrooms and school facilities; and im prove/renovate the Westshore pool for school and community use; shall the Lakeport Unified School District issue $17,000,000 of bonds at legal interest rates, have an independent citizens� oversight committee and have NO money used for administrative salaries?�",,,,,5.50
17640480000000,17640480000000,Lake,Lucerne Elementary,Elementary School District,K-8,282,1,1,Town,46.7,50.9,Neutral,50.5,46.6,Neutral,$72271.50,$57352.25,16,41.50,$16379.34,1,13.96%,13.12,85.11,83.33,0,No Funding,,,N/A,0,N/A,N/A,1,1,2016,$4000000.00,,,,,,,,,"November 8, 2016: To replace outdated portables with modern permanent classrooms at Lucerne Elementary, modernize existing classrooms, enhance student safety and security, reconfigure student drop-off areas, upgrade playgrounds and fields, and provide the local match for State grants, shall the Lucerne Elementary School District be authorized to issue up to $4,000,000 in bonds at legal interest rates, with an independent Citizens' Oversight Committee, annual audits, and no money for administrator salaries?",,,,,,,4.00
